t	xt
-1.35	-1.00864+1.38828i
-1.349	-0.999501+1.39403i
-1.348	-0.990326+1.39972i
-1.347	-0.981119+1.40536i
-1.346	-0.971881+1.41093i
-1.345	-0.962612+1.41644i
-1.344	-0.953312+1.42189i
-1.343	-0.943981+1.42728i
-1.342	-0.934621+1.43261i
-1.341	-0.925231+1.43788i
-1.34	-0.915812+1.44309i
-1.339	-0.906364+1.44823i
-1.338	-0.896888+1.45332i
-1.337	-0.887384+1.45834i
-1.336	-0.877852+1.4633i
-1.335	-0.868293+1.4682i
-1.334	-0.858708+1.47304i
-1.333	-0.849096+1.47782i
-1.332	-0.839458+1.48253i
-1.331	-0.829794+1.48718i
-1.33	-0.820105+1.49177i
-1.329	-0.810392+1.49629i
-1.328	-0.800654+1.50075i
-1.327	-0.790893+1.50515i
-1.326	-0.781107+1.50949i
-1.325	-0.771299+1.51376i
-1.324	-0.761468+1.51797i
-1.323	-0.751615+1.52211i
-1.322	-0.741739+1.5262i
-1.321	-0.731843+1.53021i
-1.32	-0.721925+1.53417i
-1.319	-0.711986+1.53806i
-1.318	-0.702028+1.54189i
-1.317	-0.692049+1.54565i
-1.316	-0.682051+1.54935i
-1.315	-0.672034+1.55298i
-1.314	-0.661998+1.55655i
-1.313	-0.651944+1.56005i
-1.312	-0.641873+1.56349i
-1.311	-0.631783+1.56687i
-1.31	-0.621677+1.57018i
-1.309	-0.611555+1.57342i
-1.308	-0.601416+1.5766i
-1.307	-0.591262+1.57972i
-1.306	-0.581092+1.58277i
-1.305	-0.570907+1.58576i
-1.304	-0.560708+1.58868i
-1.303	-0.550495+1.59153i
-1.302	-0.540268+1.59432i
-1.301	-0.530028+1.59704i
-1.3	-0.519775+1.5997i
-1.299	-0.50951+1.6023i
-1.298	-0.499233+1.60482i
-1.297	-0.488944+1.60729i
-1.296	-0.478644+1.60968i
-1.295	-0.468333+1.61201i
-1.294	-0.458012+1.61428i
-1.293	-0.447681+1.61648i
-1.292	-0.437341+1.61861i
-1.291	-0.426991+1.62068i
-1.29	-0.416633+1.62268i
-1.289	-0.406267+1.62462i
-1.288	-0.395893+1.62649i
-1.287	-0.385512+1.62829i
-1.286	-0.375123+1.63003i
-1.285	-0.364728+1.6317i
-1.284	-0.354327+1.63331i
-1.283	-0.34392+1.63485i
-1.282	-0.333508+1.63632i
-1.281	-0.323091+1.63773i
-1.28	-0.312669+1.63907i
-1.279	-0.302244+1.64035i
-1.278	-0.291814+1.64156i
-1.277	-0.281382+1.6427i
-1.276	-0.270947+1.64378i
-1.275	-0.260509+1.64479i
-1.274	-0.250069+1.64573i
-1.273	-0.239628+1.64661i
-1.272	-0.229186+1.64743i
-1.271	-0.218743+1.64818i
-1.27	-0.208299+1.64886i
-1.269	-0.197856+1.64948i
-1.268	-0.187413+1.65003i
-1.267	-0.176971+1.65051i
-1.266	-0.166531+1.65093i
-1.265	-0.156092+1.65128i
-1.264	-0.145656+1.65157i
-1.263	-0.135222+1.65179i
-1.262	-0.12479+1.65195i
-1.261	-0.114363+1.65204i
-1.26	-0.103939+1.65206i
-1.259	-0.0935194+1.65202i
-1.258	-0.0831044+1.65192i
-1.257	-0.0726944+1.65175i
-1.256	-0.0622899+1.65151i
-1.255	-0.0518913+1.65121i
-1.254	-0.0414989+1.65084i
-1.253	-0.0311131+1.65041i
-1.252	-0.0207345+1.64991i
-1.251	-0.0103633+1.64935i
-1.25	5.04775e-16+1.64872i
-1.249	0.010355+1.64803i
-1.248	0.0207013+1.64727i
-1.247	0.0310386+1.64645i
-1.246	0.0413663+1.64557i
-1.245	0.0516841+1.64462i
-1.244	0.0619916+1.6436i
-1.243	0.0722885+1.64252i
-1.242	0.0825742+1.64138i
-1.241	0.0928485+1.64017i
-1.24	0.103111+1.6389i
-1.239	0.113361+1.63756i
-1.238	0.123598+1.63616i
-1.237	0.133822+1.6347i
-1.236	0.144033+1.63318i
-1.235	0.15423+1.63159i
-1.234	0.164413+1.62993i
-1.233	0.174581+1.62822i
-1.232	0.184734+1.62644i
-1.231	0.194871+1.62459i
-1.23	0.204993+1.62269i
-1.229	0.215099+1.62072i
-1.228	0.225187+1.61869i
-1.227	0.235259+1.61659i
-1.226	0.245314+1.61444i
-1.225	0.255351+1.61222i
-1.224	0.265369+1.60994i
-1.223	0.275369+1.6076i
-1.222	0.28535+1.60519i
-1.221	0.295312+1.60273i
-1.22	0.305254+1.6002i
-1.219	0.315177+1.59761i
-1.218	0.325078+1.59496i
-1.217	0.334959+1.59225i
-1.216	0.344819+1.58948i
-1.215	0.354657+1.58665i
-1.214	0.364474+1.58375i
-1.213	0.374268+1.5808i
-1.212	0.384039+1.57778i
-1.211	0.393787+1.57471i
-1.21	0.403512+1.57158i
-1.209	0.413213+1.56838i
-1.208	0.42289+1.56513i
-1.207	0.432543+1.56182i
-1.206	0.442171+1.55844i
-1.205	0.451773+1.55501i
-1.204	0.46135+1.55152i
-1.203	0.470901+1.54797i
-1.202	0.480425+1.54437i
-1.201	0.489923+1.5407i
-1.2	0.499394+1.53698i
-1.199	0.508838+1.5332i
-1.198	0.518254+1.52936i
-1.197	0.527642+1.52546i
-1.196	0.537001+1.52151i
-1.195	0.546332+1.5175i
-1.194	0.555633+1.51343i
-1.193	0.564906+1.5093i
-1.192	0.574148+1.50512i
-1.191	0.58336+1.50088i
-1.19	0.592542+1.49659i
-1.189	0.601693+1.49224i
-1.188	0.610812+1.48783i
-1.187	0.619901+1.48337i
-1.186	0.628957+1.47886i
-1.185	0.637981+1.47429i
-1.184	0.646973+1.46966i
-1.183	0.655932+1.46498i
-1.182	0.664858+1.46025i
-1.181	0.67375+1.45546i
-1.18	0.682608+1.45062i
-1.179	0.691433+1.44572i
-1.178	0.700222+1.44077i
-1.177	0.708978+1.43577i
-1.176	0.717698+1.43071i
-1.175	0.726382+1.42561i
-1.174	0.735031+1.42044i
-1.173	0.743644+1.41523i
-1.172	0.75222+1.40997i
-1.171	0.76076+1.40465i
-1.17	0.769263+1.39928i
-1.169	0.777729+1.39387i
-1.168	0.786157+1.3884i
-1.167	0.794547+1.38288i
-1.166	0.802899+1.37731i
-1.165	0.811212+1.37168i
-1.164	0.819487+1.36601i
-1.163	0.827722+1.36029i
-1.162	0.835918+1.35452i
-1.161	0.844075+1.34871i
-1.16	0.852191+1.34284i
-1.159	0.860267+1.33692i
-1.158	0.868303+1.33096i
-1.157	0.876298+1.32495i
-1.156	0.884252+1.31889i
-1.155	0.892164+1.31278i
-1.154	0.900035+1.30663i
-1.153	0.907864+1.30042i
-1.152	0.91565+1.29418i
-1.151	0.923394+1.28788i
-1.15	0.931095+1.28154i
-1.149	0.938753+1.27516i
-1.148	0.946368+1.26873i
-1.147	0.95394+1.26225i
-1.146	0.961467+1.25573i
-1.145	0.96895+1.24916i
-1.144	0.976389+1.24255i
-1.143	0.983783+1.2359i
-1.142	0.991133+1.2292i
-1.141	0.998437+1.22246i
-1.14	1.0057+1.21568i
-1.139	1.01291+1.20885i
-1.138	1.02008+1.20198i
-1.137	1.0272+1.19507i
-1.136	1.03427+1.18812i
-1.135	1.0413+1.18112i
-1.134	1.04828+1.17409i
-1.133	1.05522+1.16701i
-1.132	1.0621+1.15989i
-1.131	1.06894+1.15274i
-1.13	1.07573+1.14554i
-1.129	1.08248+1.1383i
-1.128	1.08917+1.13103i
-1.127	1.09582+1.12371i
-1.126	1.10242+1.11636i
-1.125	1.10896+1.10896i
-1.124	1.11546+1.10153i
-1.123	1.12191+1.09407i
-1.122	1.12831+1.08656i
-1.121	1.13467+1.07902i
-1.12	1.14097+1.07144i
-1.119	1.14722+1.06382i
-1.118	1.15342+1.05617i
-1.117	1.15957+1.04848i
-1.116	1.16566+1.04076i
-1.115	1.17171+1.033i
-1.114	1.17771+1.02521i
-1.113	1.18365+1.01738i
-1.112	1.18955+1.00952i
-1.111	1.19539+1.00163i
-1.11	1.20118+0.9937i
-1.109	1.20691+0.985739i
-1.108	1.2126+0.977745i
-1.107	1.21823+0.969718i
-1.106	1.22381+0.96166i
-1.105	1.22934+0.95357i
-1.104	1.23481+0.945449i
-1.103	1.24023+0.937297i
-1.102	1.24559+0.929114i
-1.101	1.25091+0.920901i
-1.1	1.25617+0.912658i
-1.099	1.26137+0.904386i
-1.098	1.26652+0.896084i
-1.097	1.27162+0.887754i
-1.096	1.27666+0.879394i
-1.095	1.28165+0.871007i
-1.094	1.28658+0.862592i
-1.093	1.29146+0.85415i
-1.092	1.29628+0.84568i
-1.091	1.30105+0.837184i
-1.09	1.30576+0.828661i
-1.089	1.31042+0.820112i
-1.088	1.31502+0.811538i
-1.087	1.31956+0.802938i
-1.086	1.32405+0.794313i
-1.085	1.32849+0.785664i
-1.084	1.33286+0.776991i
-1.083	1.33718+0.768293i
-1.082	1.34145+0.759573i
-1.081	1.34565+0.750829i
-1.08	1.34981+0.742062i
-1.079	1.3539+0.733273i
-1.078	1.35794+0.724462i
-1.077	1.36192+0.715629i
-1.076	1.36584+0.706775i
-1.075	1.36971+0.6979i
-1.074	1.37351+0.689005i
-1.073	1.37727+0.680089i
-1.072	1.38096+0.671154i
-1.071	1.3846+0.662199i
-1.07	1.38817+0.653225i
-1.069	1.39169+0.644232i
-1.068	1.39516+0.635221i
-1.067	1.39856+0.626192i
-1.066	1.40191+0.617145i
-1.065	1.40519+0.608081i
-1.064	1.40842+0.599001i
-1.063	1.41159+0.589904i
-1.062	1.41471+0.58079i
-1.061	1.41776+0.571661i
-1.06	1.42076+0.562517i
-1.059	1.42369+0.553358i
-1.058	1.42657+0.544184i
-1.057	1.42939+0.534996i
-1.056	1.43215+0.525794i
-1.055	1.43485+0.516578i
-1.054	1.43749+0.50735i
-1.053	1.44008+0.498108i
-1.052	1.4426+0.488855i
-1.051	1.44507+0.479589i
-1.05	1.44747+0.470312i
-1.049	1.44982+0.461024i
-1.048	1.4521+0.451724i
-1.047	1.45433+0.442415i
-1.046	1.4565+0.433095i
-1.045	1.45861+0.423765i
-1.044	1.46066+0.414427i
-1.043	1.46265+0.405079i
-1.042	1.46458+0.395722i
-1.041	1.46645+0.386358i
-1.04	1.46826+0.376985i
-1.039	1.47001+0.367606i
-1.038	1.4717+0.358219i
-1.037	1.47334+0.348825i
-1.036	1.47491+0.339425i
-1.035	1.47642+0.33002i
-1.034	1.47788+0.320608i
-1.033	1.47927+0.311192i
-1.032	1.4806+0.30177i
-1.031	1.48188+0.292345i
-1.03	1.48309+0.282915i
-1.029	1.48425+0.273481i
-1.028	1.48534+0.264045i
-1.027	1.48638+0.254605i
-1.026	1.48735+0.245163i
-1.025	1.48827+0.235718i
-1.024	1.48912+0.226272i
-1.023	1.48992+0.216824i
-1.022	1.49066+0.207376i
-1.021	1.49133+0.197927i
-1.02	1.49195+0.188477i
-1.019	1.49251+0.179028i
-1.018	1.493+0.169579i
-1.017	1.49344+0.16013i
-1.016	1.49382+0.150683i
-1.015	1.49414+0.141238i
-1.014	1.4944+0.131795i
-1.013	1.4946+0.122353i
-1.012	1.49474+0.112915i
-1.011	1.49483+0.10348i
-1.01	1.49485+0.0940479i
-1.009	1.49481+0.0846198i
-1.008	1.49472+0.075196i
-1.007	1.49456+0.0657766i
-1.006	1.49435+0.0563623i
-1.005	1.49407+0.0469532i
-1.004	1.49374+0.0375497i
-1.003	1.49335+0.0281523i
-1.002	1.4929+0.0187613i
-1.001	1.49239+0.0093771i
-1	1.49182-3.65392e-16i
-0.999	1.4912-0.0093696i
-0.998	1.49051-0.0187313i
-0.997	1.48977-0.0280848i
-0.996	1.48897-0.0374298i
-0.995	1.48811-0.0467657i
-0.994	1.48719-0.0560924i
-0.993	1.48621-0.0654093i
-0.992	1.48518-0.0747162i
-0.991	1.48409-0.0840128i
-0.99	1.48294-0.0932985i
-0.989	1.48173-0.102573i
-0.988	1.48046-0.111836i
-0.987	1.47914-0.121088i
-0.986	1.47776-0.130327i
-0.985	1.47632-0.139553i
-0.984	1.47482-0.148767i
-0.983	1.47327-0.157967i
-0.982	1.47166-0.167154i
-0.981	1.46999-0.176327i
-0.98	1.46827-0.185485i
-0.979	1.46649-0.194629i
-0.978	1.46465-0.203758i
-0.977	1.46275-0.212871i
-0.976	1.4608-0.221969i
-0.975	1.4588-0.231051i
-0.974	1.45673-0.240116i
-0.973	1.45461-0.249164i
-0.972	1.45244-0.258196i
-0.971	1.45021-0.26721i
-0.97	1.44792-0.276206i
-0.969	1.44558-0.285184i
-0.968	1.44318-0.294143i
-0.967	1.44073-0.303084i
-0.966	1.43822-0.312005i
-0.965	1.43566-0.320907i
-0.964	1.43304-0.329789i
-0.963	1.43037-0.338651i
-0.962	1.42764-0.347493i
-0.961	1.42486-0.356313i
-0.96	1.42202-0.365113i
-0.959	1.41913-0.373891i
-0.958	1.41619-0.382647i
-0.957	1.41319-0.391381i
-0.956	1.41014-0.400092i
-0.955	1.40703-0.408781i
-0.954	1.40388-0.417447i
-0.953	1.40067-0.426089i
-0.952	1.3974-0.434707i
-0.951	1.39408-0.443301i
-0.95	1.39072-0.451871i
-0.949	1.38729-0.460416i
-0.948	1.38382-0.468936i
-0.947	1.38029-0.47743i
-0.946	1.37672-0.485899i
-0.945	1.37309-0.494342i
-0.944	1.36941-0.502758i
-0.943	1.36567-0.511148i
-0.942	1.36189-0.519511i
-0.941	1.35806-0.527846i
-0.94	1.35417-0.536154i
-0.939	1.35023-0.544434i
-0.938	1.34625-0.552686i
-0.937	1.34221-0.560909i
-0.936	1.33813-0.569104i
-0.935	1.33399-0.577269i
-0.934	1.32981-0.585405i
-0.933	1.32557-0.593512i
-0.932	1.32129-0.601588i
-0.931	1.31695-0.609634i
-0.93	1.31257-0.617649i
-0.929	1.30814-0.625634i
-0.928	1.30366-0.633587i
-0.927	1.29914-0.641509i
-0.926	1.29456-0.6494i
-0.925	1.28994-0.657258i
-0.924	1.28527-0.665084i
-0.923	1.28056-0.672877i
-0.922	1.27579-0.680637i
-0.921	1.27098-0.688364i
-0.92	1.26612-0.696058i
-0.919	1.26122-0.703718i
-0.918	1.25627-0.711344i
-0.917	1.25128-0.718936i
-0.916	1.24624-0.726493i
-0.915	1.24115-0.734015i
-0.914	1.23602-0.741502i
-0.913	1.23084-0.748954i
-0.912	1.22562-0.75637i
-0.911	1.22036-0.76375i
-0.91	1.21505-0.771095i
-0.909	1.2097-0.778402i
-0.908	1.2043-0.785673i
-0.907	1.19886-0.792907i
-0.906	1.19338-0.800104i
-0.905	1.18785-0.807264i
-0.904	1.18228-0.814385i
-0.903	1.17667-0.821469i
-0.902	1.17102-0.828514i
-0.901	1.16532-0.835522i
-0.9	1.15959-0.84249i
-0.899	1.15381-0.849419i
-0.898	1.14799-0.856309i
-0.897	1.14213-0.86316i
-0.896	1.13623-0.869971i
-0.895	1.13029-0.876742i
-0.894	1.12431-0.883473i
-0.893	1.11829-0.890164i
-0.892	1.11223-0.896814i
-0.891	1.10613-0.903423i
-0.89	1.09999-0.909991i
-0.889	1.09381-0.916518i
-0.888	1.0876-0.923003i
-0.887	1.08134-0.929447i
-0.886	1.07505-0.935848i
-0.885	1.06872-0.942208i
-0.884	1.06236-0.948524i
-0.883	1.05596-0.954799i
-0.882	1.04952-0.96103i
-0.881	1.04304-0.967218i
-0.88	1.03653-0.973363i
-0.879	1.02998-0.979465i
-0.878	1.02339-0.985523i
-0.877	1.01678-0.991537i
-0.876	1.01012-0.997507i
-0.875	1.00343-1.00343i
-0.874	0.996709-1.00931i
-0.873	0.989952-1.01515i
-0.872	0.98316-1.02094i
-0.871	0.976336-1.02669i
-0.87	0.969478-1.03239i
-0.869	0.962587-1.03804i
-0.868	0.955663-1.04365i
-0.867	0.948707-1.04922i
-0.866	0.94172-1.05474i
-0.865	0.9347-1.06021i
-0.864	0.927649-1.06563i
-0.863	0.920567-1.07101i
-0.862	0.913454-1.07635i
-0.861	0.90631-1.08163i
-0.86	0.899137-1.08687i
-0.859	0.891933-1.09206i
-0.858	0.8847-1.0972i
-0.857	0.877438-1.1023i
-0.856	0.870146-1.10735i
-0.855	0.862826-1.11235i
-0.854	0.855478-1.1173i
-0.853	0.848102-1.12221i
-0.852	0.840697-1.12706i
-0.851	0.833266-1.13187i
-0.85	0.825807-1.13663i
-0.849	0.818322-1.14134i
-0.848	0.81081-1.146i
-0.847	0.803273-1.15061i
-0.846	0.795709-1.15517i
-0.845	0.78812-1.15968i
-0.844	0.780506-1.16415i
-0.843	0.772866-1.16856i
-0.842	0.765203-1.17292i
-0.841	0.757515-1.17724i
-0.84	0.749803-1.1815i
-0.839	0.742068-1.18571i
-0.838	0.73431-1.18988i
-0.837	0.726528-1.19399i
-0.836	0.718724-1.19805i
-0.835	0.710898-1.20206i
-0.834	0.70305-1.20602i
-0.833	0.695181-1.20993i
-0.832	0.68729-1.21379i
-0.831	0.679378-1.2176i
-0.83	0.671446-1.22135i
-0.829	0.663493-1.22506i
-0.828	0.65552-1.22871i
-0.827	0.647528-1.23231i
-0.826	0.639517-1.23586i
-0.825	0.631486-1.23936i
-0.824	0.623437-1.24281i
-0.823	0.61537-1.2462i
-0.822	0.607285-1.24954i
-0.821	0.599182-1.25283i
-0.82	0.591062-1.25607i
-0.819	0.582925-1.25926i
-0.818	0.574772-1.26239i
-0.817	0.566602-1.26547i
-0.816	0.558416-1.2685i
-0.815	0.550215-1.27147i
-0.814	0.541998-1.27439i
-0.813	0.533767-1.27726i
-0.812	0.525521-1.28008i
-0.811	0.517261-1.28284i
-0.81	0.508986-1.28555i
-0.809	0.500699-1.28821i
-0.808	0.492398-1.29081i
-0.807	0.484084-1.29337i
-0.806	0.475758-1.29586i
-0.805	0.467419-1.29831i
-0.804	0.459069-1.3007i
-0.803	0.450707-1.30304i
-0.802	0.442334-1.30532i
-0.801	0.43395-1.30755i
-0.8	0.425556-1.30973i
-0.799	0.417151-1.31185i
-0.798	0.408737-1.31392i
-0.797	0.400313-1.31593i
-0.796	0.39188-1.3179i
-0.795	0.383439-1.3198i
-0.794	0.374989-1.32166i
-0.793	0.36653-1.32346i
-0.792	0.358064-1.32521i
-0.791	0.349591-1.3269i
-0.79	0.341111-1.32854i
-0.789	0.332623-1.33012i
-0.788	0.32413-1.33165i
-0.787	0.31563-1.33313i
-0.786	0.307125-1.33455i
-0.785	0.298614-1.33592i
-0.784	0.290098-1.33724i
-0.783	0.281578-1.3385i
-0.782	0.273053-1.3397i
-0.781	0.264524-1.34086i
-0.78	0.255992-1.34196i
-0.779	0.247456-1.343i
-0.778	0.238917-1.34399i
-0.777	0.230376-1.34493i
-0.776	0.221832-1.34581i
-0.775	0.213287-1.34664i
-0.774	0.204739-1.34741i
-0.773	0.196191-1.34813i
-0.772	0.187641-1.3488i
-0.771	0.179091-1.34941i
-0.77	0.170541-1.34997i
-0.769	0.161991-1.35048i
-0.768	0.153441-1.35093i
-0.767	0.144892-1.35132i
-0.766	0.136344-1.35167i
-0.765	0.127797-1.35196i
-0.764	0.119253-1.35219i
-0.763	0.11071-1.35237i
-0.762	0.10217-1.3525i
-0.761	0.0936324-1.35257i
-0.76	0.085098-1.35259i
-0.759	0.0765672-1.35256i
-0.758	0.0680401-1.35247i
-0.757	0.0595172-1.35233i
-0.756	0.0509987-1.35214i
-0.755	0.042485-1.35189i
-0.754	0.0339764-1.35159i
-0.753	0.0254733-1.35124i
-0.752	0.016976-1.35083i
-0.751	0.00848475-1.35037i
-0.75	-2.47965e-16-1.34986i
-0.749	-0.00847797-1.34929i
-0.748	-0.0169488-1.34867i
-0.747	-0.0254122-1.348i
-0.746	-0.0338678-1.34728i
-0.745	-0.0423154-1.3465i
-0.744	-0.0507545-1.34567i
-0.743	-0.0591848-1.34478i
-0.742	-0.067606-1.34385i
-0.741	-0.0760179-1.34286i
-0.74	-0.08442-1.34182i
-0.739	-0.092812-1.34072i
-0.738	-0.101194-1.33958i
-0.737	-0.109565-1.33838i
-0.736	-0.117924-1.33713i
-0.735	-0.126273-1.33583i
-0.734	-0.13461-1.33448i
-0.733	-0.142935-1.33307i
-0.732	-0.151247-1.33161i
-0.731	-0.159547-1.3301i
-0.73	-0.167834-1.32854i
-0.729	-0.176108-1.32693i
-0.728	-0.184368-1.32527i
-0.727	-0.192614-1.32356i
-0.726	-0.200846-1.32179i
-0.725	-0.209063-1.31997i
-0.724	-0.217266-1.31811i
-0.723	-0.225453-1.31619i
-0.722	-0.233625-1.31422i
-0.721	-0.241781-1.3122i
-0.72	-0.249921-1.31013i
-0.719	-0.258045-1.30801i
-0.718	-0.266152-1.30584i
-0.717	-0.274241-1.30362i
-0.716	-0.282314-1.30135i
-0.715	-0.290369-1.29904i
-0.714	-0.298406-1.29667i
-0.713	-0.306424-1.29425i
-0.712	-0.314424-1.29178i
-0.711	-0.322406-1.28926i
-0.71	-0.330368-1.2867i
-0.709	-0.33831-1.28408i
-0.708	-0.346233-1.28142i
-0.707	-0.354136-1.27871i
-0.706	-0.362019-1.27595i
-0.705	-0.36988-1.27314i
-0.704	-0.377721-1.27028i
-0.703	-0.385541-1.26737i
-0.702	-0.393339-1.26442i
-0.701	-0.401115-1.26142i
-0.7	-0.40887-1.25837i
-0.699	-0.416601-1.25528i
-0.698	-0.42431-1.25213i
-0.697	-0.431997-1.24894i
-0.696	-0.439659-1.2457i
-0.695	-0.447299-1.24242i
-0.694	-0.454914-1.23909i
-0.693	-0.462506-1.23571i
-0.692	-0.470073-1.23229i
-0.691	-0.477615-1.22882i
-0.69	-0.485132-1.2253i
-0.689	-0.492624-1.22174i
-0.688	-0.500091-1.21814i
-0.687	-0.507532-1.21448i
-0.686	-0.514946-1.21079i
-0.685	-0.522335-1.20704i
-0.684	-0.529697-1.20326i
-0.683	-0.537032-1.19943i
-0.682	-0.544339-1.19555i
-0.681	-0.55162-1.19163i
-0.68	-0.558872-1.18766i
-0.679	-0.566097-1.18366i
-0.678	-0.573294-1.1796i
-0.677	-0.580462-1.17551i
-0.676	-0.587601-1.17137i
-0.675	-0.594711-1.16719i
-0.674	-0.601793-1.16296i
-0.673	-0.608844-1.15869i
-0.672	-0.615866-1.15438i
-0.671	-0.622858-1.15003i
-0.67	-0.629819-1.14564i
-0.669	-0.63675-1.1412i
-0.668	-0.643651-1.13672i
-0.667	-0.65052-1.1322i
-0.666	-0.657358-1.12764i
-0.665	-0.664164-1.12304i
-0.664	-0.670939-1.1184i
-0.663	-0.677682-1.11371i
-0.662	-0.684392-1.10899i
-0.661	-0.69107-1.10423i
-0.66	-0.697715-1.09942i
-0.659	-0.704327-1.09458i
-0.658	-0.710907-1.0897i
-0.657	-0.717452-1.08477i
-0.656	-0.723964-1.07981i
-0.655	-0.730442-1.07481i
-0.654	-0.736886-1.06977i
-0.653	-0.743296-1.0647i
-0.652	-0.749671-1.05958i
-0.651	-0.756011-1.05443i
-0.65	-0.762316-1.04924i
-0.649	-0.768586-1.04401i
-0.648	-0.774821-1.03875i
-0.647	-0.78102-1.03344i
-0.646	-0.787183-1.0281i
-0.645	-0.793309-1.02273i
-0.644	-0.7994-1.01732i
-0.643	-0.805454-1.01187i
-0.642	-0.811471-1.00639i
-0.641	-0.817451-1.00087i
-0.64	-0.823394-0.995313i
-0.639	-0.8293-0.989723i
-0.638	-0.835168-0.9841i
-0.637	-0.840998-0.978441i
-0.636	-0.84679-0.972749i
-0.635	-0.852545-0.967022i
-0.634	-0.85826-0.961262i
-0.633	-0.863938-0.955468i
-0.632	-0.869576-0.949641i
-0.631	-0.875175-0.943781i
-0.63	-0.880736-0.937888i
-0.629	-0.886257-0.931963i
-0.628	-0.891738-0.926006i
-0.627	-0.89718-0.920016i
-0.626	-0.902581-0.913995i
-0.625	-0.907943-0.907943i
-0.624	-0.913265-0.90186i
-0.623	-0.918546-0.895745i
-0.622	-0.923786-0.8896i
-0.621	-0.928985-0.883425i
-0.62	-0.934144-0.87722i
-0.619	-0.939262-0.870985i
-0.618	-0.944338-0.86472i
-0.617	-0.949372-0.858426i
-0.616	-0.954365-0.852103i
-0.615	-0.959317-0.845751i
-0.614	-0.964226-0.839371i
-0.613	-0.969093-0.832963i
-0.612	-0.973918-0.826527i
-0.611	-0.9787-0.820063i
-0.61	-0.98344-0.813572i
-0.609	-0.988137-0.807054i
-0.608	-0.992791-0.80051i
-0.607	-0.997402-0.793938i
-0.606	-1.00197-0.787341i
-0.605	-1.00649-0.780717i
-0.604	-1.01098-0.774068i
-0.603	-1.01541-0.767394i
-0.602	-1.01981-0.760695i
-0.601	-1.02416-0.75397i
-0.6	-1.02846-0.747222i
-0.599	-1.03272-0.740449i
-0.598	-1.03694-0.733652i
-0.597	-1.04111-0.726831i
-0.596	-1.04524-0.719987i
-0.595	-1.04932-0.71312i
-0.594	-1.05336-0.706231i
-0.593	-1.05736-0.699319i
-0.592	-1.06131-0.692384i
-0.591	-1.06521-0.685428i
-0.59	-1.06907-0.67845i
-0.589	-1.07288-0.671451i
-0.588	-1.07665-0.664431i
-0.587	-1.08037-0.65739i
-0.586	-1.08404-0.650329i
-0.585	-1.08767-0.643247i
-0.584	-1.09126-0.636146i
-0.583	-1.09479-0.629025i
-0.582	-1.09828-0.621885i
-0.581	-1.10173-0.614727i
-0.58	-1.10513-0.607549i
-0.579	-1.10848-0.600353i
-0.578	-1.11179-0.593139i
-0.577	-1.11504-0.585908i
-0.576	-1.11826-0.578659i
-0.575	-1.12142-0.571392i
-0.574	-1.12454-0.564109i
-0.573	-1.12761-0.55681i
-0.572	-1.13063-0.549494i
-0.571	-1.13361-0.542162i
-0.57	-1.13654-0.534815i
-0.569	-1.13942-0.527452i
-0.568	-1.14226-0.520075i
-0.567	-1.14504-0.512683i
-0.566	-1.14778-0.505276i
-0.565	-1.15047-0.497855i
-0.564	-1.15312-0.49042i
-0.563	-1.15572-0.482972i
-0.562	-1.15826-0.475511i
-0.561	-1.16076-0.468037i
-0.56	-1.16322-0.46055i
-0.559	-1.16562-0.453051i
-0.558	-1.16798-0.44554i
-0.557	-1.17029-0.438017i
-0.556	-1.17255-0.430483i
-0.555	-1.17476-0.422938i
-0.554	-1.17692-0.415383i
-0.553	-1.17904-0.407817i
-0.552	-1.1811-0.40024i
-0.551	-1.18312-0.392654i
-0.55	-1.18509-0.385059i
-0.549	-1.18701-0.377454i
-0.548	-1.18888-0.369841i
-0.547	-1.19071-0.362218i
-0.546	-1.19248-0.354588i
-0.545	-1.19421-0.34695i
-0.544	-1.19589-0.339304i
-0.543	-1.19752-0.33165i
-0.542	-1.1991-0.32399i
-0.541	-1.20063-0.316323i
-0.54	-1.20211-0.30865i
-0.539	-1.20354-0.30097i
-0.538	-1.20493-0.293285i
-0.537	-1.20627-0.285594i
-0.536	-1.20755-0.277898i
-0.535	-1.20879-0.270197i
-0.534	-1.20998-0.262492i
-0.533	-1.21112-0.254782i
-0.532	-1.21222-0.247069i
-0.531	-1.21326-0.239351i
-0.53	-1.21425-0.231631i
-0.529	-1.2152-0.223908i
-0.528	-1.21609-0.216181i
-0.527	-1.21694-0.208453i
-0.526	-1.21774-0.200722i
-0.525	-1.21849-0.19299i
-0.524	-1.21919-0.185256i
-0.523	-1.21984-0.177521i
-0.522	-1.22045-0.169785i
-0.521	-1.221-0.162049i
-0.52	-1.2215-0.154312i
-0.519	-1.22196-0.146575i
-0.518	-1.22237-0.138839i
-0.517	-1.22273-0.131104i
-0.516	-1.22304-0.123369i
-0.515	-1.2233-0.115636i
-0.514	-1.22351-0.107904i
-0.513	-1.22368-0.100175i
-0.512	-1.22379-0.0924471i
-0.511	-1.22386-0.0847221i
-0.51	-1.22388-0.0769999i
-0.509	-1.22385-0.0692809i
-0.508	-1.22377-0.0615652i
-0.507	-1.22364-0.0538534i
-0.506	-1.22347-0.0461455i
-0.505	-1.22324-0.038442i
-0.504	-1.22297-0.0307431i
-0.503	-1.22265-0.0230492i
